,SPRADDR_ZIP_PR,Unnamed: 0,SEMESTER,IRO_INSTITUTION_DESCL,ENROLLMENT,YEAR
21644,HI,81506,Fall 2015,University of Hawai`i at Manoa,1,2015
21645,CA,81507,Fall 2015,University of Hawai`i at Manoa,2,2015
21646,CA,81510,Fall 2015,University of Hawai`i at Manoa,3,2015
21647,CO,81511,Fall 2015,University of Hawai`i at Manoa,1,2015
21648,NJ,81513,Fall 2015,University of Hawai`i at Manoa,1,2015
21650,CA,81517,Fall 2015,University of Hawai`i at Manoa,1,2015
21651,CA,81518,Fall 2015,University of Hawai`i at Manoa,2,2015
21652,HI,81520,Fall 2015,University of Hawai`i at Manoa,1,2015
21653,CA,81521,Fall 2015,University of Hawai`i at Manoa,1,2015
21654,PA,81523,Fall 2015,University of Hawai`i at Manoa,1,2015
21655,HI,81524,Fall 2015,University of Hawai`i at Manoa,3,2015
21656,CA,81525,Fall 2015,University of Hawai`i at Manoa,1,2015
21657,NV,81526,Fall 2015,University of Hawai`i at Manoa,1,2015
21658,HI,81529,Fall 2015,University of Hawai`i at Manoa,2,2015
21659,CA,81531,Fall 2015,University of Hawai`i at Manoa,2,2015
21660,CA,81532,Fall 2015,University of Hawai`i at Manoa,1,2015
21661,MI,81533,Fall 2015,University of Hawai`i at Manoa,1,2015
21662,CA,81535,Fall 2015,University of Hawai`i at Manoa,1,2015
21663,HI,81536,Fall 2015,University of Hawai`i at Manoa,1,2015
21664,LA,81539,Fall 2015,University of Hawai`i at Manoa,1,2015
21665,WA,81541,Fall 2015,University of Hawai`i at Manoa,1,2015
21666,CA,81542,Fall 2015,University of Hawai`i at Manoa,2,2015
21667,HI,81545,Fall 2015,University of Hawai`i at Manoa,1,2015
21668,OH,81552,Fall 2015,University of Hawai`i at Manoa,1,2015
21669,NM,81553,Fall 2015,University of Hawai`i at Manoa,1,2015
21670,CA,81554,Fall 2015,University of Hawai`i at Manoa,1,2015
21671,OK,81556,Fall 2015,University of Hawai`i at Manoa,1,2015
21672,CA,81557,Fall 2015,University of Hawai`i at Manoa,1,2015
21673,CO,81558,Fall 2015,University of Hawai`i at Manoa,1,2015
21674,CA,81560,Fall 2015,University of Hawai`i at Manoa,1,2015
21675,WA,81561,Fall 2015,University of Hawai`i at Manoa,1,2015
21676,HI,81567,Fall 2015,University of Hawai`i at Manoa,1,2015
21677,CA,81569,Fall 2015,University of Hawai`i at Manoa,1,2015
21678,CA,81571,Fall 2015,University of Hawai`i at Manoa,1,2015
21679,NC,81572,Fall 2015,University of Hawai`i at Manoa,1,2015
21680,CA,81573,Fall 2015,University of Hawai`i at Manoa,1,2015
21681,AK,81574,Fall 2015,University of Hawai`i at Manoa,1,2015
21682,HI,81575,Fall 2015,University of Hawai`i at Manoa,1,2015
21684,NY,81579,Fall 2015,University of Hawai`i at Manoa,1,2015
21685,HI,81589,Fall 2015,University of Hawai`i at Manoa,2,2015
21686,SC,81590,Fall 2015,University of Hawai`i at Manoa,1,2015
21687,MD,81592,Fall 2015,University of Hawai`i at Manoa,1,2015
21688,AZ,81598,Fall 2015,University of Hawai`i at Manoa,2,2015
21689,CO,81601,Fall 2015,University of Hawai`i at Manoa,1,2015
21690,CA,81602,Fall 2015,University of Hawai`i at Manoa,1,2015
21691,NY,81603,Fall 2015,University of Hawai`i at Manoa,1,2015
21692,CA,81604,Fall 2015,University of Hawai`i at Manoa,1,2015
21693,WA,81606,Fall 2015,University of Hawai`i at Manoa,2,2015
21694,TX,81608,Fall 2015,University of Hawai`i at Manoa,1,2015
21695,WA,81612,Fall 2015,University of Hawai`i at Manoa,1,2015
21696,NM,81613,Fall 2015,University of Hawai`i at Manoa,1,2015
21697,HI,81617,Fall 2015,University of Hawai`i at Manoa,2,2015
21698,CA,81618,Fall 2015,University of Hawai`i at Manoa,1,2015
21699,TX,81621,Fall 2015,University of Hawai`i at Manoa,1,2015
21700,NM,81623,Fall 2015,University of Hawai`i at Manoa,1,2015
21701,WA,81624,Fall 2015,University of Hawai`i at Manoa,1,2015
21702,NY,81629,Fall 2015,University of Hawai`i at Manoa,1,2015
21703,CA,81630,Fall 2015,University of Hawai`i at Manoa,1,2015
21704,PA,81631,Fall 2015,University of Hawai`i at Manoa,1,2015
21705,CA,81633,Fall 2015,University of Hawai`i at Manoa,1,2015
21706,CA,81634,Fall 2015,University of Hawai`i at Manoa,1,2015
21707,NY,81636,Fall 2015,University of Hawai`i at Manoa,1,2015
21708,HI,81637,Fall 2015,University of Hawai`i at Manoa,1,2015
21709,IL,81639,Fall 2015,University of Hawai`i at Manoa,1,2015
21710,CA,81641,Fall 2015,University of Hawai`i at Manoa,1,2015
21711,AZ,81642,Fall 2015,University of Hawai`i at Manoa,1,2015
21712,VA,81643,Fall 2015,University of Hawai`i at Manoa,1,2015
21713,MA,81644,Fall 2015,University of Hawai`i at Manoa,1,2015
21714,CA,81646,Fall 2015,University of Hawai`i at Manoa,1,2015
21715,CA,81653,Fall 2015,University of Hawai`i at Manoa,1,2015
21716,CA,81654,Fall 2015,University of Hawai`i at Manoa,1,2015
21717,CA,81660,Fall 2015,University of Hawai`i at Manoa,1,2015
21718,CA,81661,Fall 2015,University of Hawai`i at Manoa,1,2015
21719,MN,81663,Fall 2015,University of Hawai`i at Manoa,1,2015
21720,WA,81664,Fall 2015,University of Hawai`i at Manoa,1,2015
21722,NJ,81676,Fall 2015,University of Hawai`i at Manoa,1,2015
21723,CA,81681,Fall 2015,University of Hawai`i at Manoa,1,2015
21724,CT,81682,Fall 2015,University of Hawai`i at Manoa,1,2015
21725,CA,81683,Fall 2015,University of Hawai`i at Manoa,2,2015
21726,TX,81684,Fall 2015,University of Hawai`i at Manoa,1,2015
21727,CA,81686,Fall 2015,University of Hawai`i at Manoa,1,2015
21728,CA,81687,Fall 2015,University of Hawai`i at Manoa,1,2015
21729,CA,81689,Fall 2015,University of Hawai`i at Manoa,1,2015
21730,HI,81695,Fall 2015,University of Hawai`i at Manoa,1,2015
21731,TX,81697,Fall 2015,University of Hawai`i at Manoa,1,2015
21732,CA,81699,Fall 2015,University of Hawai`i at Manoa,2,2015
21733,FL,81700,Fall 2015,University of Hawai`i at Manoa,1,2015
21734,HI,81703,Fall 2015,University of Hawai`i at Manoa,1,2015
21735,CA,81704,Fall 2015,University of Hawai`i at Manoa,1,2015
21736,HI,81707,Fall 2015,University of Hawai`i at Manoa,1,2015
21737,NY,81712,Fall 2015,University of Hawai`i at Manoa,1,2015
21738,WA,81714,Fall 2015,University of Hawai`i at Manoa,1,2015
21739,CA,81716,Fall 2015,University of Hawai`i at Manoa,1,2015
21740,CA,81718,Fall 2015,University of Hawai`i at Manoa,1,2015
21741,OH,81720,Fall 2015,University of Hawai`i at Manoa,1,2015
21742,IL,81723,Fall 2015,University of Hawai`i at Manoa,1,2015
21743,HI,81724,Fall 2015,University of Hawai`i at Manoa,3,2015
21744,CA,81725,Fall 2015,University of Hawai`i at Manoa,1,2015
21745,NY,81726,Fall 2015,University of Hawai`i at Manoa,1,2015
21746,WA,81727,Fall 2015,University of Hawai`i at Manoa,1,2015
21747,GA,81728,Fall 2015,University of Hawai`i at Manoa,1,2015
21748,AL,81729,Fall 2015,University of Hawai`i at Manoa,1,2015
21749,CA,81730,Fall 2015,University of Hawai`i at Manoa,1,2015
21750,CA,81731,Fall 2015,University of Hawai`i at Manoa,2,2015
21751,OH,81732,Fall 2015,University of Hawai`i at Manoa,1,2015
21752,VA,81733,Fall 2015,University of Hawai`i at Manoa,1,2015
21753,CA,81737,Fall 2015,University of Hawai`i at Manoa,2,2015
21754,MI,81738,Fall 2015,University of Hawai`i at Manoa,1,2015
21755,CA,81739,Fall 2015,University of Hawai`i at Manoa,1,2015
21756,UT,81740,Fall 2015,University of Hawai`i at Manoa,1,2015
21757,CA,81741,Fall 2015,University of Hawai`i at Manoa,2,2015
21758,AK,81743,Fall 2015,University of Hawai`i at Manoa,1,2015
21759,MA,81745,Fall 2015,University of Hawai`i at Manoa,1,2015
21760,NC,81746,Fall 2015,University of Hawai`i at Manoa,1,2015
21761,NY,81749,Fall 2015,University of Hawai`i at Manoa,1,2015
21762,ME,81752,Fall 2015,University of Hawai`i at Manoa,1,2015
21763,CA,81753,Fall 2015,University of Hawai`i at Manoa,1,2015
21764,CA,81754,Fall 2015,University of Hawai`i at Manoa,1,2015
21765,CA,81755,Fall 2015,University of Hawai`i at Manoa,1,2015
21766,CA,81756,Fall 2015,University of Hawai`i at Manoa,2,2015
21767,AR,81760,Fall 2015,University of Hawai`i at Manoa,1,2015
21768,WA,81761,Fall 2015,University of Hawai`i at Manoa,1,2015
21769,CA,81762,Fall 2015,University of Hawai`i at Manoa,1,2015
21770,RI,81763,Fall 2015,University of Hawai`i at Manoa,1,2015
21771,CA,81768,Fall 2015,University of Hawai`i at Manoa,1,2015
21772,CA,81770,Fall 2015,University of Hawai`i at Manoa,2,2015
21773,AK,81771,Fall 2015,University of Hawai`i at Manoa,1,2015
21774,HI,81774,Fall 2015,University of Hawai`i at Manoa,1,2015
21775,CA,81775,Fall 2015,University of Hawai`i at Manoa,1,2015
21776,CA,81776,Fall 2015,University of Hawai`i at Manoa,1,2015
21777,OR,81777,Fall 2015,University of Hawai`i at Manoa,1,2015
21778,CA,81778,Fall 2015,University of Hawai`i at Manoa,1,2015
21779,CA,81779,Fall 2015,University of Hawai`i at Manoa,1,2015
21780,TX,81780,Fall 2015,University of Hawai`i at Manoa,1,2015
21781,HI,81782,Fall 2015,University of Hawai`i at Manoa,1,2015
21783,CA,81786,Fall 2015,University of Hawai`i at Manoa,1,2015
21784,TX,81789,Fall 2015,University of Hawai`i at Manoa,1,2015
21785,CA,81791,Fall 2015,University of Hawai`i at Manoa,1,2015
21786,MA,81793,Fall 2015,University of Hawai`i at Manoa,1,2015
21787,nan,81802,Fall 2015,University of Hawai`i at Manoa,1,2015
21788,NJ,81803,Fall 2015,University of Hawai`i at Manoa,1,2015
21789,CA,81804,Fall 2015,University of Hawai`i at Manoa,1,2015
21790,WA,81807,Fall 2015,University of Hawai`i at Manoa,1,2015
21791,CA,81808,Fall 2015,University of Hawai`i at Manoa,1,2015
21792,HI,81809,Fall 2015,University of Hawai`i at Manoa,1,2015
21793,HI,81810,Fall 2015,University of Hawai`i at Manoa,1,2015
21794,CA,81811,Fall 2015,University of Hawai`i at Manoa,1,2015
21795,CA,81815,Fall 2015,University of Hawai`i at Manoa,1,2015
21796,HI,81820,Fall 2015,University of Hawai`i at Manoa,1,2015
21797,CA,81821,Fall 2015,University of Hawai`i at Manoa,1,2015
21798,MN,81822,Fall 2015,University of Hawai`i at Manoa,1,2015
21799,MN,81824,Fall 2015,University of Hawai`i at Manoa,1,2015
21800,HI,81825,Fall 2015,University of Hawai`i at Manoa,1,2015
21801,CA,81826,Fall 2015,University of Hawai`i at Manoa,1,2015
21802,VA,81829,Fall 2015,University of Hawai`i at Manoa,1,2015
21803,CA,81836,Fall 2015,University of Hawai`i at Manoa,2,2015
21804,NY,81838,Fall 2015,University of Hawai`i at Manoa,1,2015
21805,CA,81840,Fall 2015,University of Hawai`i at Manoa,1,2015
21806,CA,81841,Fall 2015,University of Hawai`i at Manoa,1,2015
21807,CA,81842,Fall 2015,University of Hawai`i at Manoa,2,2015
21808,CA,81846,Fall 2015,University of Hawai`i at Manoa,2,2015
21809,CA,81847,Fall 2015,University of Hawai`i at Manoa,1,2015
21810,CA,81850,Fall 2015,University of Hawai`i at Manoa,2,2015
21811,VA,81851,Fall 2015,University of Hawai`i at Manoa,1,2015
21812,WA,81852,Fall 2015,University of Hawai`i at Manoa,1,2015
21813,IL,81853,Fall 2015,University of Hawai`i at Manoa,1,2015
21814,CA,81855,Fall 2015,University of Hawai`i at Manoa,1,2015
21815,CA,81857,Fall 2015,University of Hawai`i at Manoa,1,2015
21816,CA,81859,Fall 2015,University of Hawai`i at Manoa,1,2015
21817,CA,81861,Fall 2015,University of Hawai`i at Manoa,1,2015
21818,NH,81862,Fall 2015,University of Hawai`i at Manoa,1,2015
21819,MN,81863,Fall 2015,University of Hawai`i at Manoa,1,2015
21820,NM,81864,Fall 2015,University of Hawai`i at Manoa,1,2015
21821,CA,81865,Fall 2015,University of Hawai`i at Manoa,1,2015
21822,PA,81866,Fall 2015,University of Hawai`i at Manoa,1,2015
21823,TX,81869,Fall 2015,University of Hawai`i at Manoa,1,2015
21824,CO,81870,Fall 2015,University of Hawai`i at Manoa,1,2015
21825,CA,81874,Fall 2015,University of Hawai`i at Manoa,1,2015
21826,NC,81875,Fall 2015,University of Hawai`i at Manoa,1,2015
21827,MI,81878,Fall 2015,University of Hawai`i at Manoa,1,2015
21828,NY,81879,Fall 2015,University of Hawai`i at Manoa,1,2015
21829,HI,81880,Fall 2015,University of Hawai`i at Manoa,1,2015
21830,RI,81881,Fall 2015,University of Hawai`i at Manoa,1,2015
21831,OH,81882,Fall 2015,University of Hawai`i at Manoa,1,2015
21833,KS,81888,Fall 2015,University of Hawai`i at Manoa,1,2015
21834,CA,81891,Fall 2015,University of Hawai`i at Manoa,1,2015
21835,CA,81894,Fall 2015,University of Hawai`i at Manoa,1,2015
21836,AK,81897,Fall 2015,University of Hawai`i at Manoa,1,2015
21837,nan,81898,Fall 2015,University of Hawai`i at Manoa,1,2015
21839,CA,81904,Fall 2015,University of Hawai`i at Manoa,1,2015
21840,CA,81906,Fall 2015,University of Hawai`i at Manoa,1,2015
21841,CA,81907,Fall 2015,University of Hawai`i at Manoa,1,2015
21842,NM,81909,Fall 2015,University of Hawai`i at Manoa,1,2015
21843,NV,81912,Fall 2015,University of Hawai`i at Manoa,1,2015
21844,VA,81913,Fall 2015,University of Hawai`i at Manoa,1,2015
21845,CA,81915,Fall 2015,University of Hawai`i at Manoa,1,2015
21846,CA,81917,Fall 2015,University of Hawai`i at Manoa,1,2015
21847,CA,81918,Fall 2015,University of Hawai`i at Manoa,1,2015
21848,CA,81920,Fall 2015,University of Hawai`i at Manoa,1,2015
21849,WA,81922,Fall 2015,University of Hawai`i at Manoa,1,2015
21850,CA,81923,Fall 2015,University of Hawai`i at Manoa,1,2015
21851,CA,81924,Fall 2015,University of Hawai`i at Manoa,1,2015
21852,CA,81925,Fall 2015,University of Hawai`i at Manoa,1,2015
21853,NV,81926,Fall 2015,University of Hawai`i at Manoa,1,2015
21854,CT,81930,Fall 2015,University of Hawai`i at Manoa,1,2015
21855,AZ,81931,Fall 2015,University of Hawai`i at Manoa,1,2015
21856,HI,81933,Fall 2015,University of Hawai`i at Manoa,1,2015
21857,MH,81934,Fall 2015,University of Hawai`i at Manoa,1,2015
21858,CA,81935,Fall 2015,University of Hawai`i at Manoa,1,2015
21859,CA,81936,Fall 2015,University of Hawai`i at Manoa,1,2015
21860,CA,81937,Fall 2015,University of Hawai`i at Manoa,1,2015
21861,CA,81941,Fall 2015,University of Hawai`i at Manoa,1,2015
21863,CA,81943,Fall 2015,University of Hawai`i at Manoa,1,2015
21864,CA,81946,Fall 2015,University of Hawai`i at Manoa,1,2015
21865,CA,81947,Fall 2015,University of Hawai`i at Manoa,1,2015
21866,HI,81951,Fall 2015,University of Hawai`i at Manoa,1,2015
21867,HI,81955,Fall 2016,University of Hawai`i at Manoa,14,2016
21868,HI,81956,Fall 2016,University of Hawai`i at Manoa,106,2016
21869,HI,81959,Fall 2016,University of Hawai`i at Manoa,128,2016
21870,MT,81962,Fall 2016,University of Hawai`i at Manoa,1,2016
21871,HI,81963,Fall 2016,University of Hawai`i at Manoa,75,2016
21872,HI,81964,Fall 2016,University of Hawai`i at Manoa,93,2016
21873,HI,81965,Fall 2016,University of Hawai`i at Manoa,127,2016
21874,CA,81967,Fall 2016,University of Hawai`i at Manoa,1,2016
21875,HI,81968,Fall 2016,University of Hawai`i at Manoa,4,2016
21876,HI,81971,Fall 2016,University of Hawai`i at Manoa,104,2016
21877,HI,81985,Fall 2016,University of Hawai`i at Manoa,154,2016
21878,CA,81988,Fall 2016,University of Hawai`i at Manoa,1,2016
21879,CA,81991,Fall 2016,University of Hawai`i at Manoa,1,2016
21880,HI,82008,Fall 2016,University of Hawai`i at Manoa,134,2016
21881,HI,82009,Fall 2016,University of Hawai`i at Manoa,42,2016
21882,HI,82011,Fall 2016,University of Hawai`i at Manoa,67,2016
21883,HI,82012,Fall 2016,University of Hawai`i at Manoa,21,2016
21884,HI,82013,Fall 2016,University of Hawai`i at Manoa,50,2016
21885,FL,82015,Fall 2016,University of Hawai`i at Manoa,1,2016
21886,CA,82017,Fall 2016,University of Hawai`i at Manoa,1,2016
21887,HI,82020,Fall 2016,University of Hawai`i at Manoa,38,2016
21888,NV,82029,Fall 2016,University of Hawai`i at Manoa,1,2016
21889,CA,82030,Fall 2016,University of Hawai`i at Manoa,2,2016
21890,CA,82032,Fall 2016,University of Hawai`i at Manoa,1,2016
21891,CA,82043,Fall 2016,University of Hawai`i at Manoa,1,2016
21892,IL,82047,Fall 2016,University of Hawai`i at Manoa,2,2016
21893,CA,82049,Fall 2016,University of Hawai`i at Manoa,1,2016
21894,MD,82052,Fall 2016,University of Hawai`i at Manoa,1,2016
21895,HI,82053,Fall 2016,University of Hawai`i at Manoa,78,2016
21896,HI,82057,Fall 2016,University of Hawai`i at Manoa,10,2016
21897,CA,82060,Fall 2016,University of Hawai`i at Manoa,2,2016
21898,FL,82062,Fall 2016,University of Hawai`i at Manoa,1,2016
21899,HI,82065,Fall 2016,University of Hawai`i at Manoa,39,2016
21900,CA,82075,Fall 2016,University of Hawai`i at Manoa,1,2016
21901,CT,82076,Fall 2016,University of Hawai`i at Manoa,1,2016
21902,HI,82082,Fall 2016,University of Hawai`i at Manoa,2,2016
21903,HI,82083,Fall 2016,University of Hawai`i at Manoa,2,2016
21904,CA,82086,Fall 2016,University of Hawai`i at Manoa,1,2016
21905,CA,82087,Fall 2016,University of Hawai`i at Manoa,1,2016
21906,NJ,82088,Fall 2016,University of Hawai`i at Manoa,1,2016
21907,WA,82089,Fall 2016,University of Hawai`i at Manoa,1,2016
21908,NY,82090,Fall 2016,University of Hawai`i at Manoa,1,2016
21909,CA,82096,Fall 2016,University of Hawai`i at Manoa,2,2016
21910,nan,82097,Fall 2016,University of Hawai`i at Manoa,1,2016
21911,HI,82101,Fall 2016,University of Hawai`i at Manoa,1,2016
21912,MD,82103,Fall 2016,University of Hawai`i at Manoa,1,2016
21913,CA,82106,Fall 2016,University of Hawai`i at Manoa,1,2016
21914,HI,82109,Fall 2016,University of Hawai`i at Manoa,3,2016
21915,CA,82110,Fall 2016,University of Hawai`i at Manoa,1,2016
21916,CA,82111,Fall 2016,University of Hawai`i at Manoa,2,2016
21917,CA,82114,Fall 2016,University of Hawai`i at Manoa,2,2016
21918,CA,82115,Fall 2016,University of Hawai`i at Manoa,5,2016
21919,HI,82116,Fall 2016,University of Hawai`i at Manoa,16,2016
21920,CA,82117,Fall 2016,University of Hawai`i at Manoa,1,2016
21921,NY,82119,Fall 2016,University of Hawai`i at Manoa,1,2016
21922,HI,82120,Fall 2016,University of Hawai`i at Manoa,7,2016
21923,HI,82121,Fall 2016,University of Hawai`i at Manoa,17,2016
21924,CA,82122,Fall 2016,University of Hawai`i at Manoa,1,2016
21925,HI,82126,Fall 2016,University of Hawai`i at Manoa,62,2016
21926,CA,82129,Fall 2016,University of Hawai`i at Manoa,1,2016
21927,HI,82130,Fall 2016,University of Hawai`i at Manoa,27,2016
21928,HI,82131,Fall 2016,University of Hawai`i at Manoa,3,2016
21929,CA,82135,Fall 2016,University of Hawai`i at Manoa,1,2016
21930,CA,82136,Fall 2016,University of Hawai`i at Manoa,4,2016
21931,CA,82137,Fall 2016,University of Hawai`i at Manoa,2,2016
21933,CO,82143,Fall 2016,University of Hawai`i at Manoa,1,2016
21934,HI,82145,Fall 2016,University of Hawai`i at Manoa,3,2016
21935,HI,82147,Fall 2016,University of Hawai`i at Manoa,40,2016
21936,HI,82151,Fall 2016,University of Hawai`i at Manoa,34,2016
21937,HI,82157,Fall 2016,University of Hawai`i at Manoa,9,2016
21938,CT,82158,Fall 2016,University of Hawai`i at Manoa,1,2016
21939,HI,82162,Fall 2016,University of Hawai`i at Manoa,1,2016
21940,CA,82163,Fall 2016,University of Hawai`i at Manoa,3,2016
21941,WA,82165,Fall 2016,University of Hawai`i at Manoa,2,2016
21942,WA,82171,Fall 2016,University of Hawai`i at Manoa,1,2016
21943,CA,82172,Fall 2016,University of Hawai`i at Manoa,3,2016
21944,ID,82175,Fall 2016,University of Hawai`i at Manoa,3,2016
21945,CA,82177,Fall 2016,University of Hawai`i at Manoa,1,2016
21946,CA,82178,Fall 2016,University of Hawai`i at Manoa,2,2016
21947,ID,82179,Fall 2016,University of Hawai`i at Manoa,1,2016
21948,HI,82182,Fall 2016,University of Hawai`i at Manoa,7,2016
21949,MA,82185,Fall 2016,University of Hawai`i at Manoa,1,2016
21950,CA,82188,Fall 2016,University of Hawai`i at Manoa,2,2016
21951,VA,82189,Fall 2016,University of Hawai`i at Manoa,2,2016
21952,CA,82193,Fall 2016,University of Hawai`i at Manoa,1,2016
21953,CA,82198,Fall 2016,University of Hawai`i at Manoa,1,2016
21954,WA,82200,Fall 2016,University of Hawai`i at Manoa,1,2016
21955,VA,82205,Fall 2016,University of Hawai`i at Manoa,1,2016
21956,HI,82206,Fall 2016,University of Hawai`i at Manoa,21,2016
21958,NJ,82213,Fall 2016,University of Hawai`i at Manoa,1,2016
21959,HI,82214,Fall 2016,University of Hawai`i at Manoa,4,2016
21960,HI,82215,Fall 2016,University of Hawai`i at Manoa,78,2016
21961,CA,82228,Fall 2016,University of Hawai`i at Manoa,1,2016
21962,NJ,82229,Fall 2016,University of Hawai`i at Manoa,1,2016
21963,CA,82235,Fall 2016,University of Hawai`i at Manoa,6,2016
21965,CA,82239,Fall 2016,University of Hawai`i at Manoa,1,2016
21966,HI,82246,Fall 2016,University of Hawai`i at Manoa,1,2016
21967,CA,82247,Fall 2016,University of Hawai`i at Manoa,2,2016
21968,LA,82250,Fall 2016,University of Hawai`i at Manoa,1,2016
21969,MI,82251,Fall 2016,University of Hawai`i at Manoa,1,2016
21970,HI,82253,Fall 2016,University of Hawai`i at Manoa,3,2016
21971,SC,82255,Fall 2016,University of Hawai`i at Manoa,1,2016
21972,HI,82256,Fall 2016,University of Hawai`i at Manoa,29,2016
21973,CA,82259,Fall 2016,University of Hawai`i at Manoa,3,2016
21974,HI,82264,Fall 2016,University of Hawai`i at Manoa,41,2016
21975,CA,82266,Fall 2016,University of Hawai`i at Manoa,2,2016
21976,NM,82267,Fall 2016,University of Hawai`i at Manoa,4,2016
21977,HI,82268,Fall 2016,University of Hawai`i at Manoa,27,2016
21978,HI,82271,Fall 2016,University of Hawai`i at Manoa,1,2016
21979,HI,82272,Fall 2016,University of Hawai`i at Manoa,1,2016
21980,HI,82275,Fall 2016,University of Hawai`i at Manoa,3,2016
21983,HI,82282,Fall 2016,University of Hawai`i at Manoa,4,2016
21984,LA,82289,Fall 2016,University of Hawai`i at Manoa,1,2016
21985,HI,82290,Fall 2016,University of Hawai`i at Manoa,2,2016
21986,UT,82293,Fall 2016,University of Hawai`i at Manoa,1,2016
21987,CA,82294,Fall 2016,University of Hawai`i at Manoa,2,2016
21988,HI,82296,Fall 2016,University of Hawai`i at Manoa,6,2016
21989,HI,82298,Fall 2016,University of Hawai`i at Manoa,9,2016
21990,WA,82302,Fall 2016,University of Hawai`i at Manoa,1,2016
21991,OH,82303,Fall 2016,University of Hawai`i at Manoa,1,2016
21992,OR,82307,Fall 2016,University of Hawai`i at Manoa,2,2016
21993,HI,82308,Fall 2016,University of Hawai`i at Manoa,5,2016
21994,CA,82318,Fall 2016,University of Hawai`i at Manoa,3,2016
21995,CA,82319,Fall 2016,University of Hawai`i at Manoa,1,2016
21996,AZ,82324,Fall 2016,University of Hawai`i at Manoa,2,2016
21997,UT,82326,Fall 2016,University of Hawai`i at Manoa,1,2016
21998,CO,82327,Fall 2016,University of Hawai`i at Manoa,3,2016
21999,NY,82334,Fall 2016,University of Hawai`i at Manoa,1,2016
22000,MI,82335,Fall 2016,University of Hawai`i at Manoa,1,2016
22001,HI,82336,Fall 2016,University of Hawai`i at Manoa,1,2016
22002,HI,82337,Fall 2016,University of Hawai`i at Manoa,3,2016
22003,HI,82338,Fall 2016,University of Hawai`i at Manoa,3,2016
22004,HI,82341,Fall 2016,University of Hawai`i at Manoa,7,2016
22005,CA,82343,Fall 2016,University of Hawai`i at Manoa,2,2016
22006,WA,82345,Fall 2016,University of Hawai`i at Manoa,1,2016
22007,HI,82348,Fall 2016,University of Hawai`i at Manoa,7,2016
22008,CA,82352,Fall 2016,University of Hawai`i at Manoa,1,2016
22009,CA,82353,Fall 2016,University of Hawai`i at Manoa,1,2016
22010,CA,82355,Fall 2016,University of Hawai`i at Manoa,1,2016
22011,NY,82357,Fall 2016,University of Hawai`i at Manoa,1,2016
22012,CA,82358,Fall 2016,University of Hawai`i at Manoa,7,2016
22013,CA,82360,Fall 2016,University of Hawai`i at Manoa,1,2016
22014,NJ,82361,Fall 2016,University of Hawai`i at Manoa,1,2016
22015,HI,82363,Fall 2016,University of Hawai`i at Manoa,5,2016
22016,CA,82367,Fall 2016,University of Hawai`i at Manoa,1,2016
22017,HI,82368,Fall 2016,University of Hawai`i at Manoa,1,2016
22018,NJ,82375,Fall 2016,University of Hawai`i at Manoa,1,2016
22019,CA,82378,Fall 2016,University of Hawai`i at Manoa,1,2016
22020,CT,82379,Fall 2016,University of Hawai`i at Manoa,1,2016
22021,CA,82382,Fall 2016,University of Hawai`i at Manoa,1,2016
22022,NY,82385,Fall 2016,University of Hawai`i at Manoa,1,2016
22023,CA,82387,Fall 2016,University of Hawai`i at Manoa,1,2016
22024,MD,82390,Fall 2016,University of Hawai`i at Manoa,1,2016
22025,HI,82395,Fall 2016,University of Hawai`i at Manoa,12,2016
22026,HI,82396,Fall 2016,University of Hawai`i at Manoa,3,2016
22027,CA,82399,Fall 2016,University of Hawai`i at Manoa,2,2016
22028,NY,82401,Fall 2016,University of Hawai`i at Manoa,1,2016
22029,CA,82402,Fall 2016,University of Hawai`i at Manoa,1,2016
22030,FL,82404,Fall 2016,University of Hawai`i at Manoa,1,2016
22031,CA,82405,Fall 2016,University of Hawai`i at Manoa,1,2016
22032,CA,82406,Fall 2016,University of Hawai`i at Manoa,1,2016
22033,HI,82409,Fall 2016,University of Hawai`i at Manoa,10,2016
22035,TX,82411,Fall 2016,University of Hawai`i at Manoa,1,2016
22036,CO,82413,Fall 2016,University of Hawai`i at Manoa,2,2016
22037,CA,82414,Fall 2016,University of Hawai`i at Manoa,1,2016
22038,LA,82417,Fall 2016,University of Hawai`i at Manoa,1,2016
22039,WA,82418,Fall 2016,University of Hawai`i at Manoa,1,2016
22040,AK,82423,Fall 2016,University of Hawai`i at Manoa,2,2016
22041,MI,82427,Fall 2016,University of Hawai`i at Manoa,1,2016
22043,CA,82434,Fall 2016,University of Hawai`i at Manoa,2,2016
22044,CA,82436,Fall 2016,University of Hawai`i at Manoa,1,2016
22045,IL,82439,Fall 2016,University of Hawai`i at Manoa,1,2016
22046,IL,82444,Fall 2016,University of Hawai`i at Manoa,1,2016
22047,NJ,82445,Fall 2016,University of Hawai`i at Manoa,2,2016
22048,CA,82447,Fall 2016,University of Hawai`i at Manoa,4,2016
22049,CA,82448,Fall 2016,University of Hawai`i at Manoa,2,2016
22050,HI,82449,Fall 2016,University of Hawai`i at Manoa,1,2016
22051,HI,82450,Fall 2016,University of Hawai`i at Manoa,1,2016
22052,HI,82457,Fall 2016,University of Hawai`i at Manoa,3,2016
22053,HI,82460,Fall 2016,University of Hawai`i at Manoa,5,2016
22054,CA,82468,Fall 2016,University of Hawai`i at Manoa,1,2016
